,alpha
13081,-1
13082,-1
13083,-1
13084,0
13085,-1
13086,0
13087,1
13088,0
13089,0
13090,0
13091,1
13092,-1
13093,-1
13094,-1
13095,0
13096,0
13097,-1
13098,1
13099,-1
13100,-1
13101,0
13102,0
13103,1
13104,0
13105,-1
13106,-1
13107,0
13108,0
13109,-1
13110,0
13111,-1
13112,-1
13113,0
13114,0
13115,0
13116,0
13117,-1
13118,0
13119,-1
13120,0
13121,1
13122,0
13123,-1
13124,-1
13125,-1
13126,-1
13127,-1
13128,0
13129,0
13130,-1
13131,-1
13132,0
13133,0
13134,1
13135,-1
13136,0
13137,0
13138,-1
13139,0
13140,0
13141,-1
13142,-1
13143,-1
13144,-1
13145,0
13146,0
13147,-1
13148,0
13149,1
13150,0
13151,-1
13152,1
13153,1
13154,0
13155,0
13156,0
13157,0
13158,-1
13159,-1
13160,-1
13161,-1
13162,0
13163,-1
13164,-1
13165,-1
13166,-1
13167,-1
13168,0
13169,-1
13170,-1
13171,-1
13172,-1
13173,1
13174,0
13175,-1
13176,-1
13177,0
13178,-1
13179,1
13180,-1
13181,-1
13182,1
13183,-1
13184,-1
13185,-1
13186,0
13187,-1
13188,-1
13189,-1
13190,-1
13191,-1
13192,0
13193,1
13194,1
13195,0
13196,0
13197,-1
13198,-1
13199,-1
13200,-1
13201,0
13202,-1
13203,-1
13204,-1
13205,-1
13206,0
13207,-1
13208,-1
13209,-1
13210,-1
13211,0
13212,-1
13213,-1
13214,1
13215,-1
13216,1
13217,-1
13218,-1
13219,-1
13220,-1
13221,1
13222,-1
13223,0
13224,-1
13225,1
13226,-1
13227,-1
13228,1
13229,-1
13230,-1
13231,-1
13232,-1
13233,1
13234,-1
13235,-1
13236,1
13237,-1
13238,-1
13239,1
13240,1
13241,-1
13242,-1
13243,0
13244,-1
13245,0
13246,-1
13247,1
13248,-1
13249,0
13250,-1
13251,-1
13252,1
13253,-1
13254,-1
13255,-1
13256,-1
13257,-1
13258,-1
13259,-1
13260,-1
13261,0
13262,-1
13263,1
13264,1
13265,1
13266,-1
13267,-1
13268,-1
13269,-1
13270,-1
13271,-1
13272,-1
13273,1
13274,-1
13275,-1
13276,-1
13277,1
13278,-1
13279,1
13280,-1
13281,0
13282,-1
13283,-1
13284,0
13285,-1
13286,-1
13287,-1
13288,1
13289,0
13290,0
13291,0
13292,-1
13293,-1
13294,-1
13295,-1
13296,-1
13297,1
13298,0
13299,0
13300,-1
13301,-1
13302,-1
13303,0
13304,-1
13305,-1
13306,1
13307,1
13308,1
13309,1
13310,-1
13311,-1
13312,1
13313,-1
13314,-1
13315,-1
13316,-1
13317,-1
13318,-1
13319,-1
13320,-1
13321,0
13322,1
13323,1
13324,1
13325,-1
13326,-1
13327,-1
13328,-1
13329,0
13330,0
13331,1
13332,0
13333,-1
13334,0
13335,1
13336,-1
13337,0
13338,-1
13339,-1
13340,-1
13341,-1
13342,-1
13343,0
13344,-1
13345,-1
13346,0
13347,-1
13348,0
13349,0
13350,0
13351,1
13352,-1
13353,-1
13354,-1
13355,1
13356,1
13357,1
13358,0
13359,-1
13360,1
13361,1
13362,-1
13363,1
13364,-1
13365,1
13366,-1
13367,-1
13368,1
13369,-1
13370,-1
13371,-1
13372,0
13373,-1
13374,-1
13375,-1
13376,-1
13377,-1
13378,0
13379,0
13380,-1
13381,1
13382,-1
13383,-1
13384,0
13385,1
13386,1
13387,0
13388,-1
13389,-1
13390,-1
13391,-1
13392,-1
13393,-1
13394,1
13395,-1
13396,1
13397,-1
13398,-1
13399,0
13400,1
13401,-1
13402,-1
13403,-1
13404,-1
13405,-1
13406,-1
13407,-1
13408,-1
13409,0
13410,1
13411,-1
13412,-1
13413,1
13414,-1
13415,-1
13416,0
13417,-1
13418,0
13419,1
13420,-1
13421,1
13422,-1
13423,-1
13424,1
13425,-1
13426,-1
13427,-1
13428,1
13429,-1
13430,0
13431,-1
13432,-1
13433,-1
13434,-1
13435,-1
13436,-1
13437,0
13438,-1
13439,-1
13440,-1
13441,-1
13442,1
13443,-1
13444,0
13445,-1
13446,-1
13447,-1
13448,-1
13449,0
13450,0
13451,-1
13452,0
13453,-1
13454,1
13455,-1
13456,-1
13457,-1
13458,-1
13459,-1
13460,1
13461,1
13462,-1
13463,0
13464,-1
13465,-1
13466,0
13467,1
13468,1
13469,-1
13470,-1
13471,-1
13472,0
13473,-1
13474,1
13475,-1
13476,0
13477,0
13478,1
13479,-1
13480,-1
13481,0
13482,-1
13483,1
13484,-1
13485,1
13486,-1
13487,1
13488,1
13489,-1
13490,1
13491,-1
13492,-1
13493,-1
13494,1
13495,-1
13496,0
13497,-1
13498,1
13499,1
13500,-1
13501,1
13502,-1
13503,1
13504,-1
13505,-1
13506,-1
13507,0
13508,1
13509,-1
13510,0
13511,-1
13512,-1
13513,0
13514,1
13515,-1
13516,0
13517,1
13518,-1
13519,1
13520,-1
13521,1
13522,0
13523,1
13524,-1
13525,0
13526,-1
13527,1
13528,-1
13529,-1
13530,0
13531,-1
13532,0
13533,-1
13534,-1
13535,1
13536,-1
13537,-1
13538,-1
13539,0
13540,-1
13541,1
13542,-1
13543,-1
13544,1
13545,1
13546,1
13547,1
13548,1
13549,-1
13550,-1
13551,-1
13552,-1
13553,-1
13554,0
13555,0
13556,-1
13557,-1
13558,0
13559,1
13560,1
13561,0
13562,1
13563,-1
13564,-1
13565,-1
13566,1
13567,0
13568,1
13569,-1
13570,0
13571,-1
13572,-1
13573,1
13574,1
13575,0
13576,1
13577,0
13578,1
13579,0
13580,-1
13581,-1
13582,1
13583,-1
13584,1
13585,1
13586,-1
13587,1
13588,-1
13589,1
13590,-1
13591,-1
13592,1
13593,-1
13594,-1
13595,-1
13596,0
13597,1
13598,1
13599,1
13600,-1
13601,-1
13602,0
13603,-1
13604,-1
13605,-1
13606,1
13607,-1
13608,-1
13609,0
13610,-1
13611,-1
13612,-1
13613,-1
13614,-1
13615,1
13616,-1
13617,1
13618,1
13619,1
13620,1
13621,1
13622,1
13623,0
13624,-1
13625,1
13626,1
13627,1
13628,-1
13629,-1
13630,0
13631,-1
13632,-1
13633,1
13634,0
13635,-1
13636,-1
13637,1
13638,1
13639,0
13640,0
13641,-1
13642,-1
13643,1
13644,-1
13645,0
13646,-1
13647,-1
13648,0
13649,-1
13650,-1
13651,0
13652,0
13653,-1
13654,0
13655,1
13656,-1
13657,1
13658,-1
13659,-1
13660,0
13661,1
13662,-1
13663,0
13664,0
13665,0
13666,-1
13667,-1
13668,0
13669,-1
13670,-1
13671,-1
13672,-1
13673,-1
13674,-1
13675,-1
13676,1
13677,0
13678,-1
13679,-1
13680,-1
13681,1
13682,-1
13683,1
13684,-1
13685,-1
13686,1
13687,-1
13688,-1
13689,1
13690,-1
13691,1
13692,0
13693,1
13694,-1
13695,-1
13696,0
13697,-1
13698,1
13699,-1
13700,1
13701,-1
13702,-1
13703,1
13704,1
13705,0
13706,1
13707,-1
13708,-1
13709,-1
13710,1
13711,1
13712,-1
13713,-1
13714,-1
13715,-1
13716,-1
13717,1
13718,-1
13719,-1
13720,-1
13721,0
13722,1
13723,-1
13724,-1
13725,0
13726,-1
13727,-1
13728,0
13729,1
13730,-1
13731,-1
13732,-1
13733,-1
13734,-1
13735,-1
13736,-1
13737,-1
13738,-1
13739,1
13740,1
13741,-1
13742,-1
13743,-1
13744,-1
13745,1
13746,1
13747,1
13748,-1
13749,-1
13750,1
13751,1
13752,1
13753,-1
13754,1
13755,-1
13756,1
13757,1
13758,-1
13759,-1
13760,-1
13761,1
13762,-1
13763,-1
13764,-1
13765,-1
13766,0
13767,1
13768,-1
13769,1
13770,-1
13771,1
13772,1
13773,-1
13774,-1
13775,1
13776,-1
13777,-1
13778,-1
13779,-1
13780,1
13781,-1
13782,1
13783,1
13784,-1
13785,1
13786,1
13787,-1
13788,-1
13789,-1
13790,1
13791,-1
13792,-1
13793,1
13794,-1
13795,1
13796,-1
13797,-1
13798,-1
13799,-1
13800,-1
13801,-1
13802,-1
13803,1
13804,1
13805,1
13806,-1
13807,-1
13808,-1
13809,-1
13810,1
13811,1
13812,-1
13813,-1
13814,1
13815,-1
13816,-1
13817,1
13818,1
13819,1
13820,-1
13821,1
13822,0
13823,-1
13824,1
13825,-1
13826,1
13827,1
13828,1
13829,-1
13830,-1
13831,1
13832,-1
13833,-1
13834,-1
13835,-1
13836,1
13837,1
13838,1
13839,-1
13840,-1
13841,-1
13842,1
13843,-1
13844,1
13845,-1
13846,-1
13847,-1
13848,-1
13849,1
13850,-1
13851,-1
13852,1
13853,-1
13854,1
13855,1
13856,1
13857,-1
13858,-1
13859,1
13860,1
13861,-1
13862,1
13863,-1
13864,1
13865,0
13866,0
13867,-1
13868,0
13869,1
13870,-1
13871,-1
13872,-1
13873,-1
13874,1
13875,0
13876,-1
13877,-1
13878,-1
13879,-1
13880,-1
13881,1
13882,1
13883,-1
13884,-1
13885,1
13886,0
13887,-1
13888,1
13889,-1
13890,-1
13891,1
13892,1
13893,-1
13894,-1
13895,-1
13896,0
13897,1
13898,-1
13899,1
13900,1
13901,1
13902,-1
13903,-1
13904,1
13905,1
13906,-1
13907,-1
13908,1
13909,1
13910,1
13911,-1
13912,-1
13913,-1
13914,-1
13915,-1
13916,-1
13917,-1
13918,1
13919,0
13920,-1
13921,-1
13922,-1
13923,1
13924,-1
13925,1
13926,1
13927,1
13928,-1
13929,0
13930,1
13931,0
13932,-1
13933,-1
13934,1
13935,1
13936,-1
13937,-1
13938,-1
13939,-1
13940,-1
13941,-1
13942,-1
13943,1
13944,1
13945,-1
13946,-1
13947,-1
13948,1
13949,0
13950,-1
13951,1
13952,-1
13953,1
13954,-1
13955,-1
13956,-1
13957,1
13958,-1
13959,-1
13960,-1
13961,-1
13962,-1
13963,-1
13964,-1
13965,-1
13966,-1
13967,-1
13968,-1
13969,1
13970,-1
13971,-1
13972,-1
13973,0
13974,-1
13975,1
13976,-1
13977,1
13978,-1
13979,-1
13980,-1
13981,1
13982,-1
13983,-1
13984,-1
13985,-1
13986,1
13987,-1
13988,1
13989,0
13990,-1
13991,1
13992,-1
13993,-1
13994,-1
13995,-1
13996,-1
13997,1
13998,-1
13999,0
14000,-1
14001,-1
14002,1
14003,1
14004,-1
14005,-1
14006,-1
14007,-1
14008,-1
14009,-1
14010,-1
14011,-1
14012,-1
14013,-1
14014,-1
14015,-1
14016,-1
14017,-1
14018,-1
14019,1
14020,-1
14021,-1
14022,1
14023,1
14024,-1
14025,-1
14026,-1
14027,-1
14028,-1
14029,-1
14030,0
14031,-1
14032,-1
14033,0
14034,-1
14035,-1
14036,-1
14037,1
14038,1
14039,-1
14040,1
14041,1
14042,-1
14043,1
14044,1
14045,-1
14046,-1
14047,-1
14048,-1
14049,-1
14050,1
14051,1
14052,-1
14053,-1
14054,-1
14055,-1
14056,-1
14057,-1
14058,-1
14059,0
14060,1
14061,-1
14062,-1
14063,-1
14064,-1
14065,1
14066,-1
14067,1
14068,-1
14069,-1
14070,-1
14071,1
14072,-1
14073,1
14074,-1
14075,1
14076,-1
14077,-1
14078,-1
14079,-1
14080,-1
14081,-1
14082,-1
14083,-1
14084,1
14085,-1
14086,0
14087,-1
14088,-1
14089,-1
14090,-1
14091,-1
14092,1
14093,-1
14094,-1
14095,1
14096,-1
14097,-1
14098,0
14099,-1
14100,-1
14101,-1
14102,-1
14103,-1
14104,1
14105,-1
14106,-1
14107,-1
14108,-1
14109,1
14110,-1
14111,1
14112,0
14113,1
14114,-1
14115,-1
14116,-1
14117,1
14118,1
14119,-1
14120,-1
14121,-1
14122,-1
14123,-1
14124,-1
14125,-1
14126,-1
14127,-1
14128,-1
14129,-1
14130,-1
14131,-1
14132,-1
14133,-1
14134,-1
14135,-1
14136,-1
14137,-1
14138,0
14139,-1
14140,-1
14141,-1
14142,0
14143,-1
14144,-1
14145,-1
14146,-1
14147,-1
14148,-1
14149,0
14150,-1
14151,-1
14152,-1
14153,-1
14154,-1
14155,-1
14156,-1
14157,0
14158,-1
14159,1
14160,-1
14161,0
14162,0
14163,0
14164,-1
14165,0
14166,0
14167,-1
14168,0
14169,0
14170,0
14171,-1
14172,0
14173,-1
14174,-1
14175,-1
14176,0
14177,-1
14178,-1
14179,0
14180,-1
14181,0
14182,1
14183,-1
14184,1
14185,-1
14186,-1
14187,1
14188,-1
14189,0
14190,-1
14191,-1
14192,0
14193,0
14194,-1
14195,-1
14196,1
14197,0
14198,-1
14199,-1
14200,-1
14201,-1
14202,-1
14203,0
14204,0
14205,-1
14206,-1
14207,0
14208,-1
14209,0
14210,0
14211,-1
14212,0
14213,-1
14214,0
14215,-1
14216,0
14217,-1
14218,-1
14219,0
14220,0
14221,-1
14222,0
14223,0
14224,-1
14225,0
14226,0
14227,-1
14228,0
14229,-1
14230,0
14231,-1
14232,-1
14233,0
14234,-1
14235,-1
14236,1
14237,-1
14238,-1
14239,-1
14240,0
14241,-1
14242,-1
14243,0
14244,-1
14245,0
14246,-1
14247,-1
14248,0
14249,0
14250,-1
14251,-1
14252,1
14253,-1
14254,-1
14255,-1
14256,-1
14257,0
14258,-1
14259,-1
14260,0
14261,-1
14262,-1
14263,-1
14264,-1
14265,-1
14266,-1
14267,-1
14268,-1
14269,0
14270,-1
14271,-1
14272,-1
14273,-1
14274,-1
14275,-1
14276,1
14277,-1
14278,1
14279,-1
14280,0
14281,-1
14282,-1
14283,-1
14284,-1
14285,-1
14286,1
14287,-1
14288,-1
14289,1
14290,-1
14291,-1
14292,1
14293,-1
14294,-1
14295,0
14296,-1
14297,-1
14298,-1
14299,-1
14300,-1
14301,-1
14302,-1
14303,0
14304,-1
14305,-1
14306,0
14307,1
14308,0
14309,-1
14310,-1
14311,-1
14312,-1
14313,-1
14314,-1
14315,-1
14316,1
14317,-1
14318,-1
14319,-1
14320,-1
14321,-1
14322,1
14323,1
14324,-1
14325,-1
14326,-1
14327,-1
14328,0
14329,-1
14330,1
14331,0
14332,-1
14333,0
14334,-1
14335,-1
14336,-1
14337,-1
14338,0
14339,-1
14340,0
14341,1
14342,-1
14343,-1
14344,0
14345,1
14346,1
14347,1
14348,-1
14349,-1
14350,-1
14351,-1
14352,-1
14353,-1
14354,-1
14355,-1
14356,-1
14357,-1
14358,-1
14359,-1
14360,-1
14361,-1
14362,-1
14363,1
14364,0
14365,-1
14366,1
14367,1
14368,0
14369,0
14370,-1
14371,-1
14372,-1
14373,-1
14374,-1
14375,-1
14376,-1
14377,0
14378,-1
14379,-1
14380,-1
14381,-1
14382,-1
14383,0
14384,-1
14385,-1
14386,-1
14387,-1
14388,-1
14389,-1
14390,0
14391,-1
14392,0
14393,0
14394,-1
14395,-1
14396,0
14397,1
14398,-1
14399,-1
14400,1
14401,-1
14402,0
14403,-1
14404,-1
14405,-1
14406,0
14407,-1
14408,0
14409,-1
14410,-1
14411,1
14412,0
14413,-1
14414,0
14415,-1
14416,0
14417,0
14418,0
14419,-1
14420,-1
14421,0
14422,0
14423,-1
14424,-1
14425,0
14426,-1
14427,0
14428,0
14429,1
14430,0
14431,-1
14432,-1
14433,0
14434,0
14435,-1
14436,-1
14437,0
14438,-1
14439,-1
14440,1
14441,1
14442,1
14443,-1
14444,-1
14445,-1
14446,-1
14447,1
14448,-1
14449,1
14450,0
14451,-1
14452,0
14453,1
14454,1
14455,-1
14456,-1
14457,-1
14458,0
14459,0
14460,0
14461,1
14462,1
14463,-1
14464,-1
14465,1
14466,-1
14467,-1
14468,-1
14469,1
14470,-1
14471,-1
14472,-1
14473,1
14474,1
14475,-1
14476,-1
14477,0
14478,1
14479,-1
14480,-1
14481,-1
14482,0
14483,1
14484,-1
14485,-1
14486,-1
14487,1
14488,-1
14489,-1
14490,1
14491,1
14492,-1
14493,-1
14494,-1
14495,1
14496,-1
14497,-1
14498,1
14499,-1
14500,-1
14501,1
14502,-1
14503,-1
14504,-1
14505,0
14506,-1
14507,-1
14508,0
14509,1
14510,-1
14511,0
14512,-1
14513,-1
14514,0
14515,0
14516,0
14517,-1
14518,-1
14519,0
14520,1
14521,-1
14522,-1
14523,1
14524,-1
14525,-1
14526,0
14527,-1
14528,-1
14529,-1
14530,-1
14531,0
14532,0
14533,0
14534,-1
14535,-1
14536,-1
14537,-1
14538,-1
14539,0
14540,-1
14541,-1
14542,-1
14543,-1
14544,0
14545,-1
14546,-1
14547,1
14548,-1
14549,-1
14550,-1
14551,-1
14552,-1
14553,-1
14554,1
14555,0
14556,1
14557,1
14558,-1
14559,-1
14560,1
14561,-1
14562,0
14563,1
14564,-1
14565,1
14566,-1
14567,0
14568,1
14569,0
14570,-1
14571,-1
14572,-1
14573,1
14574,-1
14575,-1
14576,-1
14577,1
14578,0
14579,-1
14580,0
14581,-1
14582,1
14583,-1
14584,-1
14585,1
14586,-1
14587,-1
14588,1
14589,0
14590,-1
14591,-1
14592,0
14593,0
14594,-1
14595,1
14596,1
14597,-1
14598,-1
14599,-1
14600,0
14601,-1
14602,0
14603,1
14604,0
14605,1
14606,1
14607,-1
14608,0
14609,1
14610,-1
14611,1
14612,1
14613,0
14614,-1
14615,1
14616,-1
14617,-1
14618,0
14619,-1
14620,-1
14621,1
14622,0
14623,0
14624,-1
14625,-1
14626,1
14627,-1
14628,-1
14629,0
14630,-1
14631,-1
14632,1
14633,-1
14634,1
14635,0
14636,-1
14637,-1
14638,-1
14639,-1
14640,0
14641,-1
14642,-1
14643,-1
14644,0
14645,-1
14646,-1
14647,0
14648,1
14649,0
14650,-1
14651,-1
14652,-1
14653,1
14654,-1
14655,0
14656,0
14657,-1
14658,-1
14659,1
14660,1
14661,0
14662,1
14663,-1
14664,1
14665,1
14666,1
14667,-1
14668,-1
14669,-1
14670,0
14671,-1
14672,1
14673,-1
14674,-1
14675,1
14676,0
14677,1
14678,-1
14679,0
14680,-1
14681,-1
14682,1
14683,-1
14684,1
14685,0
14686,-1
14687,-1
14688,-1
14689,-1
14690,1
14691,-1
14692,-1
14693,-1
14694,1
14695,1
14696,-1
14697,1
14698,-1
14699,1
14700,-1
14701,-1
14702,0
14703,-1
14704,-1
14705,-1
14706,1
14707,1
14708,1
14709,-1
14710,-1
14711,-1
14712,-1
14713,-1
14714,1
14715,-1
14716,1
14717,-1
14718,1
14719,1
14720,1
14721,-1
14722,-1
14723,1
14724,1
14725,-1
14726,1
14727,0
14728,-1
14729,0
14730,-1
14731,-1
14732,1
14733,-1
14734,-1
14735,-1
14736,-1
14737,-1
14738,1
14739,1
14740,1
14741,0
14742,0
14743,-1
14744,1
14745,-1
14746,1
14747,-1
14748,-1
14749,1
14750,0
14751,1
14752,-1
14753,1
14754,0
14755,-1
14756,-1
14757,0
14758,1
14759,-1
14760,-1
14761,-1
14762,1
14763,-1
14764,-1
14765,-1
14766,0
14767,-1
14768,-1
14769,-1
14770,-1
14771,-1
14772,-1
14773,-1
14774,-1
14775,-1
14776,1
14777,-1
14778,-1
14779,-1
14780,1
14781,-1
14782,-1
14783,-1
14784,-1
14785,-1
14786,-1
14787,1
14788,1
14789,-1
14790,-1
14791,-1
14792,-1
14793,1
14794,1
14795,-1
14796,1
14797,-1
14798,-1
14799,1
14800,1
14801,-1
14802,1
14803,-1
14804,1
14805,0
14806,1
14807,-1
14808,-1
14809,-1
14810,1
14811,-1
14812,1
14813,-1
14814,0
14815,1
14816,-1
14817,-1
14818,0
14819,0
14820,-1
14821,1
14822,1
14823,0
14824,-1
14825,1
14826,0
14827,-1
14828,-1
14829,-1
14830,-1
14831,1
14832,-1
14833,1
14834,-1
14835,-1
14836,1
14837,-1
14838,-1
14839,1
14840,1
14841,-1
14842,1
14843,0
14844,-1
14845,-1
14846,1
14847,-1
14848,1
14849,-1
14850,-1
14851,-1
14852,-1
14853,-1
14854,1
14855,-1
14856,-1
14857,1
14858,1
14859,-1
14860,1
14861,-1
14862,-1
14863,1
14864,1
14865,-1
14866,1
14867,1
14868,-1
14869,1
14870,1
14871,-1
14872,-1
14873,-1
14874,1
14875,1
14876,1
14877,0
14878,0
14879,-1
14880,1
14881,1
14882,-1
14883,1
14884,-1
14885,1
14886,-1
14887,-1
14888,1
14889,1
14890,1
14891,1
14892,1
14893,-1
14894,-1
14895,-1
14896,-1
14897,-1
14898,-1
14899,1
14900,-1
14901,1
14902,-1
14903,-1
14904,1
14905,-1
14906,-1
14907,-1
14908,1
14909,1
14910,0
14911,-1
14912,-1
14913,-1
14914,-1
14915,1
14916,1
14917,-1
14918,1
14919,1
14920,0
14921,-1
14922,1
14923,-1
14924,-1
14925,-1
14926,-1
14927,1
14928,1
14929,1
14930,1
14931,-1
14932,1
14933,1
14934,1
14935,-1
14936,1
14937,1
14938,0
14939,-1
14940,-1
14941,-1
14942,1
14943,1
14944,1
14945,-1
14946,-1
14947,1
14948,-1
14949,1
14950,-1
14951,1
14952,-1
14953,1
14954,-1
14955,-1
14956,1
14957,-1
14958,1
14959,-1
14960,-1
14961,1
14962,1
14963,0
14964,1
14965,1
14966,1
14967,-1
14968,1
14969,0
14970,-1
14971,1
14972,-1
14973,-1
14974,-1
14975,1
14976,0
14977,1
14978,0
14979,-1
14980,0
14981,-1
14982,-1
14983,-1
14984,-1
14985,0
14986,1
14987,1
14988,-1
14989,-1
14990,-1
14991,-1
14992,-1
14993,-1
14994,-1
14995,-1
14996,1
14997,-1
14998,-1
14999,-1
15000,1
15001,0
15002,1
15003,1
15004,-1
15005,-1
15006,-1
15007,1
15008,-1
15009,1
15010,-1
15011,-1
15012,-1
15013,-1
15014,1
15015,-1
15016,-1
15017,1
15018,-1
15019,-1
15020,-1
15021,-1
15022,-1
15023,-1
15024,-1
15025,-1
15026,-1
15027,-1
15028,-1
15029,1
15030,1
15031,-1
15032,-1
15033,-1
15034,-1
15035,-1
15036,-1
15037,-1
15038,-1
15039,-1
15040,-1
15041,-1
15042,0
15043,-1
15044,0
15045,1
15046,-1
15047,1
15048,-1
15049,-1
15050,0
15051,-1
15052,1
15053,-1
15054,-1
15055,-1
15056,-1
15057,-1
15058,-1
15059,-1
15060,-1
15061,-1
15062,-1
15063,-1
15064,-1
15065,-1
15066,-1
15067,0
15068,-1
15069,-1
15070,-1
15071,1
15072,-1
15073,-1
15074,-1
15075,-1
15076,1
15077,1
15078,-1
15079,-1
15080,1
15081,-1
15082,-1
15083,-1
15084,-1
15085,0
15086,-1
15087,-1
15088,-1
15089,0
15090,-1
15091,1
15092,0
15093,-1
15094,1
15095,1
15096,-1
15097,1
15098,-1
15099,-1
15100,-1
15101,-1
15102,-1
15103,1
15104,-1
15105,-1
15106,-1
15107,-1
15108,-1
15109,1
15110,-1
15111,1
15112,-1
15113,-1
15114,-1
15115,1
15116,-1
15117,-1
15118,1
15119,-1
15120,-1
15121,-1
15122,1
15123,-1
15124,-1
15125,-1
15126,-1
15127,-1
15128,-1
15129,-1
15130,-1
15131,1
15132,1
15133,1
15134,-1
15135,-1
15136,-1
15137,-1
15138,-1
15139,1
15140,-1
15141,-1
15142,-1
15143,1
15144,-1
15145,1
15146,-1
15147,1
15148,-1
15149,1
15150,-1
15151,0
15152,-1
15153,1
15154,-1
15155,-1
15156,-1
15157,-1
15158,-1
15159,-1
15160,-1
15161,-1
15162,-1
15163,1
15164,-1
15165,-1
15166,1
15167,1
15168,-1
15169,1
15170,-1
15171,-1
15172,1
15173,-1
15174,-1
15175,-1
15176,-1
15177,-1
15178,-1
15179,-1
15180,-1
15181,-1
15182,-1
15183,-1
15184,-1
15185,-1
15186,-1
15187,-1
15188,-1
15189,-1
15190,-1
15191,-1
15192,-1
15193,-1
15194,-1
15195,0
15196,-1
15197,-1
15198,-1
15199,0
15200,-1
15201,-1
15202,-1
15203,-1
15204,-1
15205,0
15206,0
15207,0
15208,0
15209,0
15210,-1
15211,1
15212,-1
15213,1
15214,1
15215,-1
15216,0
15217,-1
15218,-1
15219,-1
15220,-1
15221,-1
15222,0
15223,-1
15224,0
15225,1
15226,0
15227,-1
15228,-1
15229,0
15230,-1
15231,-1
15232,-1
15233,-1
15234,0
15235,0
15236,-1
15237,0
15238,1
15239,-1
15240,-1
15241,-1
15242,-1
15243,-1
15244,1
15245,-1
15246,-1
15247,-1
15248,-1
15249,-1
15250,-1
15251,-1
15252,-1
15253,1
15254,-1
15255,1
15256,-1
15257,-1
15258,-1
15259,-1
15260,-1
15261,-1
15262,-1
15263,-1
15264,-1
15265,-1
15266,-1
15267,0
15268,-1
15269,-1
15270,0
15271,-1
15272,-1
15273,-1
15274,0
15275,-1
15276,1
15277,-1
15278,-1
15279,-1
15280,-1
15281,-1
15282,-1
15283,1
15284,0
15285,-1
15286,-1
15287,-1
15288,-1
15289,-1
15290,-1
15291,-1
15292,1
15293,1
15294,-1
15295,-1
15296,-1
15297,-1
15298,-1
15299,-1
15300,-1
15301,1
15302,-1
15303,-1
15304,-1
15305,-1
15306,1
15307,0
15308,0
15309,0
15310,-1
15311,0
15312,0
15313,1
15314,-1
15315,-1
15316,-1
15317,-1
15318,0
15319,0
15320,-1
15321,0
15322,0
15323,-1
15324,0
15325,0
15326,1
15327,-1
15328,-1
15329,0
15330,-1
15331,-1
15332,-1
15333,1
15334,-1
15335,-1
15336,-1
15337,-1
15338,-1
15339,0
15340,-1
15341,1
15342,-1
15343,-1
15344,-1
15345,1
15346,-1
15347,-1
15348,-1
15349,-1
15350,-1
15351,-1
15352,-1
15353,-1
15354,1
15355,-1
15356,-1
15357,1
15358,-1
15359,-1
15360,1
15361,-1
15362,-1
15363,1
15364,1
15365,1
15366,-1
15367,1
15368,1
15369,1
15370,-1
15371,-1
15372,-1
15373,-1
15374,-1
15375,-1
15376,1
15377,0
15378,1
15379,-1
15380,1
15381,1
15382,1
15383,-1
15384,-1
15385,0
15386,0
15387,-1
15388,0
15389,0
15390,1
15391,1
15392,-1
15393,-1
15394,-1
15395,1
15396,-1
15397,-1
15398,0
15399,-1
15400,-1
15401,0
15402,-1
15403,-1
15404,-1
15405,-1
15406,-1
15407,0
15408,-1
15409,-1
15410,0
15411,-1
15412,-1
15413,-1
15414,1
15415,-1
15416,-1
15417,-1
15418,-1
15419,-1
15420,-1
15421,-1
15422,-1
15423,0
15424,-1
15425,1
15426,1
15427,-1
15428,-1
15429,-1
15430,-1
15431,1
15432,1
15433,0
15434,1
15435,1
15436,-1
15437,1
15438,1
15439,-1
15440,-1
15441,-1
15442,0
15443,-1
15444,-1
15445,-1
15446,1
15447,1
15448,-1
15449,-1
15450,-1
15451,0
15452,-1
15453,0
15454,1
15455,-1
15456,1
15457,0
15458,-1
15459,-1
15460,-1
15461,0
15462,0
15463,0
15464,0
15465,1
15466,-1
15467,-1
15468,-1
15469,-1
15470,1
15471,-1
15472,1
15473,1
15474,-1
15475,1
15476,1
15477,-1
15478,-1
15479,-1
15480,-1
15481,1
15482,-1
15483,-1
15484,-1
15485,1
15486,-1
15487,1
15488,-1
15489,-1
15490,-1
15491,-1
15492,-1
15493,0
15494,0
15495,1
15496,1
15497,-1
15498,-1
15499,0
15500,-1
15501,-1
15502,-1
15503,0
15504,-1
15505,-1
15506,-1
15507,0
15508,-1
15509,-1
15510,-1
15511,-1
15512,1
15513,-1
15514,-1
15515,1
15516,-1
15517,-1
15518,-1
15519,-1
15520,-1
15521,-1
15522,-1
15523,-1
15524,-1
15525,1
15526,-1
15527,-1
15528,-1
15529,-1
15530,-1
15531,-1
15532,-1
15533,1
15534,1
15535,-1
15536,-1
15537,-1
15538,1
15539,-1
15540,1
15541,1
15542,1
15543,-1
15544,-1
15545,1
15546,-1
15547,-1
15548,-1
15549,-1
15550,-1
15551,-1
15552,-1
15553,-1
15554,-1
15555,-1
15556,-1
15557,1
15558,-1
15559,-1
15560,-1
15561,-1
15562,-1
15563,-1
15564,-1
15565,-1
15566,-1
15567,-1
15568,-1
15569,-1
15570,-1
15571,-1
15572,-1
15573,-1
15574,-1
